Pagina,Patron_Censura,Texto_Detectado,Contexto_60chars,Personas_en_Pagina
3540,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oduced all documents covered in the subpoena that relate to Jane Doe 43 v. Jeffrey Epstein, Ghislaine Maxwell, Sarah Kellen, Les",Jeffrey Epstein; Ghislaine Maxwell
3540,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"a claim under the sexual trafficking statute. Regarding the Jane Doe 43 documents, Ms. Ransome testified that she produced every",Jeffrey Epstein; Ghislaine Maxwell
3570,\bredacted\b,redacted,"will see some redactions in 3 this report, Ms. Maxwell, the redacted 4 information is redacted because it reveals 5 the name of",
3570,\bredacted\b,redacted,"n 3 this report, Ms. Maxwell, the redacted 4 information is redacted because it reveals 5 the name of a minor, someone who is un",
3572,\bredacted\b,redacted,"e 3 can remember, Robson stated that she brought 4 and, its redacted there, and the victim in 5 this case. 6 Let me ask my quest",Jeffrey Epstein
3630,\bredacted\b,redacted,"op of that document, about 14 three lines down, you see the redacted 15 portions where there is black so it blacks 16 out the na",
3630,\bredacted\b,redacted,re is black so it blacks 16 out the name. 17 A. I see black redacted portions. 18 Q. Thats a black redaction of the 19 name of t,
3633,\bredacted\b,redacted,R. PAGLIUCA: How is that your 21 understanding if these are redacted 22 reports 23 MS. McCAWLEY: By reading through 24 the repor,Jeffrey Epstein
3701,\bredacted\b,redacted,"laine. And it says, 19 Would it be helpful to have and then redacted 20 come to Palm Beach today to stay here and 21 help train",
3709,\bredacted\b,redacted,"e top, it says, for 13 Mr. J. 11804 and then the name is 14 redacted. It says, I have a female for him. 15 Why would a minor be",
3709,\bredacted\b,redacted,these are 23 police reports and minors names have to be 24 redacted for privacy purposes 25 MR. PAGLIUCA: Objection to the Case,
3711,\bredacted\b,redacted,its unlikely. 14 MR. PAGLIUCA: Do you know why this 15 isnt redacted if you are representing 16 all the names of people who are,
3711,\bredacted\b,redacted,ng 16 all the names of people who are underage 17 have been redacted from these records. 18 MS. McCAWLEY: I think it was -- my 1,
3725,\bredacted\b,redacted,t say. 22 We have no knowledge about that. These 23 are all redacted records so these are 24 bad questions. They dont lead to an,
3755,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"and its from Ross Gow and 6 then it says in the body of it, Jane Doe No. 7 3 or Jane Doe 3 is Virginia Roberts so not a 8 new in",Ghislaine Maxwell
3755,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"w and 6 then it says in the body of it, Jane Doe No. 7 3 or Jane Doe 3 is Virginia Roberts so not a 8 new individual. The allega",Ghislaine Maxwell
3943,\bredacted\b,redacted,"ve 12 some info. Call me when you have a moment. 13 What is redacted there 14 A. I dont recall, Im sorry. 15 Q. Do you know why",Prince Andrew
3964,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3965,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3966,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3967,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3968,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3969,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3970,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3971,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3972,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3973,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3974,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3975,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3976,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3977,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3978,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3979,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3980,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3981,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3982,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3983,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3984,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3985,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3986,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3987,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3988,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3989,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3990,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3991,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3992,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3993,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3994,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Ja Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3995,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3996,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3997,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3998,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
3999,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4000,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4001,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4002,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4003,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4004,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4005,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4006,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4007,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4008,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4009,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page,
4091,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"action, correct A. Yes. Q. And you understand that you were Jane Doe #3 named in the motion for joinder, right A. Yes. Case 1:15",
4092,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"show you, Im not going to mark it as an exhibit, a copy of Jane Doe #3 and Jane Doe #4 corrected motion pursuant to Rule 21 for",
4092,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"t going to mark it as an exhibit, a copy of Jane Doe #3 and Jane Doe #4 corrected motion pursuant to Rule 21 for joinder and act",
4092,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"paragraph in the third line down it says, Epstein required Jane Doe #3 to have sexual relations with Dershowitz on numerous occ",
4093,\b[jJ]ane\s+[dD]oe\b,Jane Doe,also trafficked A. Yes. Q. Is says Epstein also trafficked Jane Doe #3 for sexual purposes to many other powerful men including,
4186,\bredacted\b,redacted,"ibit gets used at all that every picture of her children is redacted. If you want to leave the date, thats fine. THE WITNESS: Ca",
4229,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"opy of this document, do you still have to in front of you, Jane Doe #3 and Jane Doe #4 corrected motion A. This one MS. MCCAWLE",
4229,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ment, do you still have to in front of you, Jane Doe #3 and Jane Doe #4 corrected motion A. This one MS. MCCAWLEY: Yes. A. Yes.",
4229,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Yes. Q. In addition to being a participate in the abuse of Jane Doe #3 and other minors Dershowitz was an eye witness to the se,
4230,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"NTIAL 147 Q. Now, where it says participant in the abuse of Jane Doe #3, you talked about your abuse and other minors A. Im sorr",
4271,\bredacted\b,redacted,"A. Okay. Q. It says Giuffre recalled meeting, and then its redacted. Giuffre was using Xanax, heavily at the time. Her recollec",
4313,\bredacted\b,redacted,"will see some redactions in 3 this report, Ms. Maxwell, the redacted 4 information is redacted because it reveals 5 the name of",Jeffrey Epstein
4313,\bredacted\b,redacted,"n 3 this report, Ms. Maxwell, the redacted 4 information is redacted because it reveals 5 the name of a minor, someone who is un",Jeffrey Epstein
4314,\bredacted\b,redacted,"e 3 can remember, Robson stated that she brought 4 and, its redacted there, and the victim in 5 this case. 6 Let me ask my quest",Jeffrey Epstein
4328,\bredacted\b,redacted,"op of that document, about 14 three lines down, you see the redacted 15 portions where there is black so it blacks 16 out the na",Jeffrey Epstein
4328,\bredacted\b,redacted,re is black so it blacks 16 out the name. 17 A. I see black redacted portions. 18 Q. Thats a black redaction of the 19 name of t,Jeffrey Epstein
4329,\bredacted\b,redacted,R. PAGLIUCA: How is that your 21 understanding if these are redacted 22 reports 23 MS. McCAWLEY: By reading through 24 the repor,Jeffrey Epstein
4346,\bredacted\b,redacted,"laine. And it says, 19 Would it be helpful to have and then redacted 20 come to Palm Beach today to stay here and 21 help train",
4348,\bredacted\b,redacted,"e top, it says, for 13 Mr. J. 11804 and then the name is 14 redacted. It says, I have a female for him. 15 Why would a minor be",Jeffrey Epstein
4348,\bredacted\b,redacted,these are 23 police reports and minors names have to be 24 redacted for privacy purposes 25 MR. PAGLIUCA: Objection to the Page,Jeffrey Epstein
4349,\bredacted\b,redacted,its unlikely. 14 MR. PAGLIUCA: Do you know why this 15 isnt redacted if you are representing 16 all the names of people who are,Jeffrey Epstein
4349,\bredacted\b,redacted,ng 16 all the names of people who are underage 17 have been redacted from these records. 18 MS. McCAWLEY: I think it was -- my 1,Jeffrey Epstein
4352,\bredacted\b,redacted,t say. 22 We have no knowledge about that. These 23 are all redacted records so these are 24 bad questions. They dont lead to an,Jeffrey Epstein
4360,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"and its from Ross Gow and 6 then it says in the body of it, Jane Doe No. 7 3 or Jane Doe 3 is Virginia Roberts so not a 8 new in",Ghislaine Maxwell; Alan Dershowitz
4360,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"w and 6 then it says in the body of it, Jane Doe No. 7 3 or Jane Doe 3 is Virginia Roberts so not a 8 new individual. The allega",Ghislaine Maxwell; Alan Dershowitz
4407,\bredacted\b,redacted,"ve 12 some info. Call me when you have a moment. 13 What is redacted there 14 A. I dont recall, Im sorry. 15 Q. Do you know why",Prince Andrew
4414,\bREDACTED\b,REDACTED,"ed rape, actually is a police report as follows: I then had REDACTED get off of REDACTED. I observed that REDACTED was very into",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"a police report as follows: I then had REDACTED get off of REDACTED. I observed that REDACTED was very intoxicated, and she was",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"s: I then had REDACTED get off of REDACTED. I observed that REDACTED was very intoxicated, and she was unable to stand on her le",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"to stand on her legs. She was unable to crawl . . .Based on REDACTED intoxicated condition, a sic ambulance was called to transp",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"d condition, a sic ambulance was called to transport her to REDACTED to check on her condition. I then met with REDACTED and his",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,her to REDACTED to check on her condition. I then met with REDACTED and his mother. I advised REDACTED of his Miranda rights .,Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"ndition. I then met with REDACTED and his mother. I advised REDACTED of his Miranda rights . . . Upon arrival, at the E.R., I me",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"Miranda rights . . . Upon arrival, at the E.R., I met with REDACTED who stated that while enroute to the E.R. she was conductin",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,evaluation when the patient stated that she had to urinate. REDACTED was assisting REDACTED remove her panties when she noticed,Alan Dershowitz
4414,\bREDACTED\b,REDACTED,ient stated that she had to urinate. REDACTED was assisting REDACTED remove her panties when she noticed grass and twig particle,Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"she noticed grass and twig particles in the crotch area of REDACTED panties as well as a small amount of blood, an unknown clea",Alan Dershowitz
4414,\bREDACTED\b,REDACTED,"tance which appeared to be semen. She also saw abrasions on REDACTED buttocks. See GM 00790-801. To be clear, Defendant will be",Alan Dershowitz
4414,\bredacted\b,redacted,"rt documenting Ms. Giuffres rape while a minor has her name redacted. Of course, such a redaction does Ms. Giuffre little good w",Alan Dershowitz
4415,\bredacted\b,redacted,respond to the media inquiry about it in the first place. A redacted name does nothing to protect Ms. Giuffres identity when Def,Ghislaine Maxwell; Alan Dershowitz
4417,\bredacted\b,redacted,"uments that she improperly claimed as privileged, Defendant redacted the public version of the Order to erase all reference to h",Jeffrey Epstein
4417,\bredacted\b,redacted,"showitzs attorney, as is the name of Dershowitz himself, is redacted in the public version of these briefs. See DE 387. 13 As th",Jeffrey Epstein
4420,\bredacted\b,redacted,"8 redacted information, those concerns should be allayed by the Septem",
4426,\b[jJ]ane\s+[dD]oe\b,Jane Doe,JE9 Document 361-46 on 210 the public record in 13 the case Jane Doe versus United States 14 908CD80736 in the Southern District,Jeffrey Epstein; Prince Andrew; Alan Dershowitz
4474,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"under the Page 196 1 J. Epstein - Confidential 2 pseudonym Jane Doe 102, filed a public lawsuit 3 against you for sexual abuse,",
4478,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"it JE9, Document 361-46 10 on the public record in the case Jane Doe versus 11 United States 908CD80736 in the Southern District",Alan Dershowitz
4478,\b[jJ]ane\s+[dD]oe\b,Jane Doe,", 17 is Document 361-46 on the public record in the case 18 Jane Doe versus United States 908CD80736 in the 19 Southern District",Alan Dershowitz
4510,\b[jJ]ane\s+[dD]oe\b,Jane Doe,2 You were asked some questions about a 23 lawsuit filed by Jane Doe 1 and Jane Doe 2 against 24 the United States seeking to en,
4510,\b[jJ]ane\s+[dD]oe\b,Jane Doe,d some questions about a 23 lawsuit filed by Jane Doe 1 and Jane Doe 2 against 24 the United States seeking to enforce rights un,
4514,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"MR. CASSELL: 24 Q. When Virginia Roberts, then known as 25 Jane Doe 102, filed a lawsuit against you, everything Page 355 1 J.",Ghislaine Maxwell
4986,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4987,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4988,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4989,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4990,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4991,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4992,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4993,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4994,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4995,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4996,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4997,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4998,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
4999,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5000,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5001,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5002,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5003,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5004,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5005,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5006,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5007,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5008,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5009,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5010,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
5011,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 133,
